SSDSE-B-2023,Code,Prefecture,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A4101,A410101,A410102,A4103,A4200,A420001,A420002,A5101,A510101,A510102,A5102,A510201,A510202,A9101,A9201,B4101,B4102,B4103,B4106,B4109,C3301,C3302,C3801,C3802,C5401,C5403,E1101,E1301,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3701,E3702,E4101,E4401,E4501,E4601,E4602,E6101,E6102,E6201,E6202,E6301,E6302,E6501,E650110,E6502,E650210,E7101,E7102,E7201,E7202,F3101,F3102,F3103,F3104,F3105,G5105,G7101,G7102,H1800,H1801,H1802,H1803,H2600,H2601,H2602,H2603,H5609,H5610,H5614,I510120,I5102,I5103,J2503,J2505,J250502,J2506,J2526,L3221,L322101,L322102,L322103,L322104,L322105,L322106,L322107,L322108,L322109,L322110
2018,R45000,ã{çËåß,1084000,511000,573000,1078000,509000,570000,145000,74000,71000,594000,290000,304000,342000,145000,197000,8434,4316,4118,1.72,13981,6835,7146,17220,9867,7353,20802,11439,9363,4637,2032,17.8,31.6,2.4,131,3167.5,5814,1154301,455,15479,24300,38700,95,737,6490,242,4264,61593,138,2800,30095,10226,9898,54,2637,31318,10121,4502,2,7,47,1101,728,10174,346,18,2267,265,36,4,4445,109,38533,148410,226933,16197,16745,19796,3343220,310070,6591,3269,2626,666,584392,376968,65730,138817,397248.0,987,15.9,122,888,503,425,32555,63,31604,3671,250452,64076,17290,17909,8441,7993,10805,40447,6940,22182,54369
2017,R45000,ã{çËåß,1091000,514000,577000,1086000,512000,574000,146000,75000,71000,604000,295000,310000,338000,143000,196000,8797,4526,4271,1.73,13749,6834,6915,17704,10100,7604,21018,11514,9504,4688,2132,17.6,33.0,2.8,107,2721.5,5952,1227305,465,15436,24300,38800,98,711,6821,243,4205,61280,138,2826,30839,10481,10173,53,2647,31716,9990,4584,2,7,48,1100,695,10327,311,26,2234,253,35,5,4564,119,40477,156576,222923,16889,17651,17764,2962610,249390,6936,3136,2708,1070,611025,361860,103214,143939,387986.0,956,17.1,123,884,501,391,30007,36,29468,3396,266851,67297,14758,17714,9608,9256,12148,41691,7813,23794,62770
2016,R45000,ã{çËåß,1097000,516000,581000,1093000,515000,578000,148000,76000,72000,616000,300000,315000,333000,140000,193000,8929,4556,4373,1.71,13702,6766,6936,17404,10019,7385,21692,11818,9874,5097,2202,18.6,32.7,3.9,122,2951.5,5890,1083477,474,15402,24500,39600,104,706,7627,243,4134,61350,143,2887,31602,10863,10562,53,2636,32052,10329,4638,2,7,48,1079,712,10417,379,45,2201,268,34,6,4530,133,43024,166149,201996,17559,18386,16716,2970480,219710,7242,3233,2927,1046,625330,374128,100556,148283,397394.0,973,17.2,123,891,508,390,30059,64,30619,3626,276311,63646,17281,16645,9852,10405,11598,41838,10723,26529,67793
2015,R45000,ã{çËåß,1104069,519242,584827,1096407,515969,580438,149608,76318,73290,622544,302970,319574,322975,134961,188014,9226,4618,4608,1.71,13494,6672,6822,18326,10484,7842,21788,11998,9790,5041,2308,17.7,31.1,3.1,137,3193,5749,1001723,482,15181,24600,40200,107,661,7959,246,4134,61458,145,2916,32338,10945,10645,53,2662,32598,10620,4792,2,7,48,1040,770,10420,352,40,2197,267,33,7,4520,139,45463,178453,178867,18841,19683,14807,3019360,195320,6815,3153,2802,824,594773,365612,80006,145784,405934.0,983,17.7,123,895,514,392,30467,0,31332,4065,256959,63913,13481,18245,9780,8695,11938,37204,9470,22607,61624
2014,R45000,ã{çËåß,1112000,523000,589000,1109000,522000,587000,153000,78000,75000,642000,313000,329000,319000,132000,187000,9509,4904,4605,1.69,13110,6512,6598,18421,10428,7993,21606,11809,9797,5154,2296,17.4,31.5,2.3,120,2731.5,5751,1121127,493,15334,24600,41100,133,841,10356,247,4140,61785,145,2905,32746,10899,10589,53,2680,33345,10716,4662,2,7,50,1027,812,10315,418,58,2158,270,31,7,4413,115,48094,193560,172840,19718,20616,16393,2951200,151480,6085,3012,2303,745,558651,357205,72090,126879,403721.0,973,18.3,123,891,515,368,26306,0,30280,4428,250489,60742,12735,18386,10143,8882,12746,40342,5978,24231,56303
2013,R45000,ã{çËåß,1119000,526000,593000,1115000,524000,591000,155000,79000,76000,656000,320000,336000,310000,127000,182000,9854,5013,4841,1.72,12906,6521,6385,19236,10920,8316,21976,12225,9751,5660,2319,17.9,34.1,2.0,97,2079.5,6468,1309955,493,15155,24800,41800,134,822,10409,250,4172,62192,145,2881,33081,11261,10895,53,2679,33642,10617,4612,2,7,53,1020,834,10297,360,60,2166,271,33,7,4441,117,51864,210627,153924,20748,21800,16838,3149890,134840,7964,3706,3014,1219,720138,437652,117456,162446,404061.0,969,19,125,899,515,370,26226,0,30267,4341,263806,59693,27770,17573,10449,9188,12435,40216,7736,22422,56325
2012,R45000,ã{çËåß,1125000,529000,597000,1121000,527000,594000,156000,80000,76000,670000,326000,344000,301000,123000,178000,9858,5006,4852,1.67,13051,6568,6483,19580,11064,8516,21745,11864,9881,5667,2421,17.2,31.2,2.2,136,3191.5,5848,1068027,511,15670,26200,45600,135,814,10221,253,4172,63067,147,2877,33722,11572,11251,54,2703,34364,11320,4792,2,7,60,949,846,10244,435,71,2165,242,34,7,4566,123,56522,232047,143038,20832,21787,20469,2995630,139520,6885,3219,2802,743,608878,377943,73797,149442,412855.0,986,19.3,125,903,514,378,26311,0,30149,4331,262695,59368,17544,17451,11535,11105,11667,40010,9820,25841,58354
2011,R45000,ã{çËåß,1130000,531000,600000,1127000,529000,597000,157000,81000,77000,681000,331000,349000,293000,119000,174000,10152,5199,4953,1.68,12980,6616,6364,20737,11558,9179,21932,12014,9918,5512,2354,17.3,31.2,0.4,121,2590,5527,1030866,522,16061,26700,47700,136,784,9820,256,4213,64069,147,2875,34566,11729,11420,54,2699,34446,10769,4584,3,7,61,961,850,10245,368,46,2136,254,35,7,4744,150,60493,244903,132024,21200,21989,19955,2353870,38590,6292,3126,2491,639,575093,374048,63667,135042,412352.0,980,19.1,127,899,516,371,25926,0,29313,4161,271162,60659,15161,18256,9645,10344,12004,42270,10445,29898,62479
2010,R45000,ã{çËåß,1135233,533035,602198,1127597,529448,598149,158588,81264,77324,680854,330701,350153,291301,118460,172841,10217,5242,4975,1.68,12334,6279,6055,19870,11104,8766,22017,12158,9859,5892,2415,17.7,32.1,2.3,145,2811,5346,1032598,527,15757,27300,50000,136,775,9727,262,4216,65122,148,2904,35057,11735,11393,57,2728,34901,10884,4675,3,7,76,975,870,10145,440,53,2071,253,34,7,4525,167,65379,258933,111800,20590,21458,19278,2481320,64040,5451,2910,2037,459,501040,344090,45998,106672,416124.0,988,20,128,897,525,349,24291,0,26939,3813,265322,59998,23638,17145,10124,9086,12628,37945,8178,25387,61194
2009,R45000,ã{çËåß,1138000,534000,603000,1134000,533000,601000,154000,79000,75000,688000,334000,354000,290000,118000,172000,10170,5209,4961,1.61,11959,6092,5867,21696,12328,9368,23982,13353,10629,5923,2485,17.8,31.4,3.2,106,2219,5206,977738,538,15804,27900,52300,137,788,9849,267,4329,66575,147,2928,35888,12444,12072,59,2725,34630,10932,4875,3,7,79,966,989,9998,493,76,2064,269,34,10,4408,261,64410,276292,92320,18566,19404,18622,2431280,42930,5822,2773,2414,599,524177,336424,62933,122022,421894.0,1001,21.5,128,904,528,377,26036,0,28674,3990,243309,59052,19749,18241,7473,8619,10173,33403,9039,22789,54770
2020,R46000,é≠éôìáåß,1588256,748306,839950,1545763,728079,817684,205381,105642,99739,832194,401691,430503,505891,216615,289276,11638,5974,5664,1.61,21501,10398,11103,24748,14189,10559,28024,15569,12455,6131,2521,19.2,34.2,6.1,127,2977.5,7570,1379147,888,27266,27300,81400,146,910,9570,507,7556,89738,226,4235,44912,14740,14237,89,4189,43928,13956,6295,4,6,142,1489,1927,15432,935,48,3388,530,42,4,6826,81,51829,231109,273658,17598,17827,6956,3993550,105000,8728,4330,2833,1463,741746,469198,136044,131499,543966.0,921,16,197,1368,797,579,41396,322,41481,4359,266228,70501,20650,19064,12366,8009,14356,36322,8903,22061,53995
2019,R46000,é≠éôìáåß,1602000,754000,848000,1591000,750000,841000,213000,109000,103000,878000,426000,452000,512000,218000,294000,11977,6032,5945,1.63,21834,10471,11363,25026,14636,10390,30194,16555,13639,6865,2895,19.4,32.1,5.5,125,2470,8236,1430015,904,26644,27300,81600,150,922,10201,515,7526,90463,232,4250,44933,15005,14551,89,4240,44981,14427,6265,4,6,142,1504,2092,15203,979,42,3265,499,42,4,6902,91,56052,223187,299450,19984,20509,29672,6489360,727850,8830,4618,2592,1550,771604,499108,147190,120356,548911.0,920,15.6,204,1374,801,568,41923,349,42273,4495,285921,71660,16466,18844,11092,9092,17896,41379,8322,28002,63167
2018,R46000,é≠éôìáåß,1614000,759000,855000,1606000,756000,849000,215000,111000,105000,893000,433000,460000,506000,215000,292000,12956,6649,6307,1.70,22106,10678,11428,25112,14392,10720,29716,16118,13598,6839,2740,19.0,33.6,3.7,114,2397,8522,1587969,933,26711,27200,80600,152,892,10741,517,7476,91129,238,4292,45395,15422,14961,89,4243,45985,14607,6318,4,6,142,1521,2156,15158,993,47,3384,509,43,4,7113,111,59441,229614,300793,21947,22644,28426,6544080,694940,10007,4757,3214,1952,857006,517730,185760,147879,553143.0,923,16.2,204,1397,809,561,40961,244,43469,4823,263272,63669,20257,19518,9229,9053,12363,41083,9430,21348,57323
2017,R46000,é≠éôìáåß,1626000,764000,862000,1618000,762000,857000,217000,112000,106000,907000,440000,467000,501000,211000,290000,13209,6727,6482,1.69,21833,10651,11182,25324,14535,10789,30080,16371,13709,7146,2771,18.6,33.8,4.6,124,2274,8208,1617291,1032,27580,27300,76700,161,923,11786,525,7423,90738,239,4348,46119,15611,15192,89,4243,46443,14489,6399,4,6,152,1522,2212,15173,1061,42,3413,505,43,4,7304,141,63853,245589,290287,23321,24075,25752,6185280,575030,10049,4533,3843,1518,833572,497564,143912,180476,554215.0,918,15.7,209,1400,815,518,37619,354,39791,4837,273661,65483,17123,18542,10507,9592,12848,38484,6506,22555,72021
2016,R46000,é≠éôìáåß,1637000,768000,869000,1631000,767000,864000,220000,113000,107000,924000,449000,476000,493000,207000,287000,13688,7006,6682,1.68,21610,10551,11059,25811,14828,10983,30284,16632,13652,7483,2891,19.6,34.4,5.4,132,3285.5,8298,1748392,1046,27476,27600,76800,166,948,12382,534,7395,90843,242,4362,47035,15958,15584,89,4244,46701,14765,6372,4,6,151,1536,2279,15250,1078,33,3397,493,45,4,7541,146,66228,259903,252384,24575,25188,23889,5960700,430250,11025,4568,5046,1328,879251,506827,131265,234686,563976.0,928,15.7,215,1410,820,504,36462,295,39033,4878,274123,62885,18030,17824,10385,9508,12796,38421,8393,23768,72113
2015,R46000,é≠éôìáåß,1648177,773061,875116,1631662,766007,865655,220751,113463,107288,929758,450303,479455,479734,199212,280522,14125,7272,6853,1.70,21354,10350,11004,26451,15135,11316,31749,17367,14382,7724,3085,18.8,31.8,5.1,143,3663.5,7983,1513184,1079,27826,27900,77000,181,1026,13770,542,7386,91005,242,4359,47842,16270,15847,93,4321,47126,14928,6367,4,6,151,1513,2266,15285,1031,28,3331,519,44,4,7738,154,72498,282391,222653,25289,26192,21149,6132210,373240,11140,4377,4808,1848,913582,491063,184739,228744,579764.0,945,15.7,214,1409,815,488,35179,182,38253,4947,273828,63572,18747,19819,8740,9101,12657,42490,7116,24817,66769
2014,R46000,é≠éôìáåß,1662000,778000,883000,1656000,777000,879000,227000,116000,111000,963000,468000,496000,478000,196000,282000,14236,7331,6905,1.62,21413,10516,10897,26215,14865,11350,30774,17043,13731,7837,3025,18.5,31.3,4.6,133,2834,7776,1406686,1093,27707,28400,78400,238,1411,19362,550,7402,91417,248,4388,48187,15974,15574,94,4362,48026,15214,6414,5,6,154,1500,2329,15645,1113,34,3622,501,46,5,8037,203,75884,300398,205654,26446,27171,23247,6002640,252330,9931,4260,4384,1223,827558,485170,117574,219466,578401.0,939,15.6,217,1406,820,453,32272,232,37104,5416,290751,62541,17585,19633,9345,12350,12349,45984,17972,28155,64835
2013,R46000,é≠éôìáåß,1675000,784000,891000,1670000,783000,887000,229000,117000,111000,984000,478000,506000,467000,190000,277000,14637,7470,7167,1.63,21162,10299,10863,27763,15825,11938,31502,17356,14146,8179,3125,18.9,34.7,3.9,109,1777.5,9102,1772409,1115,27748,29000,79900,240,1393,19337,556,7428,92218,251,4443,48638,16389,15958,92,4371,48678,15374,6302,5,6,160,1489,2368,15928,1078,39,3489,503,46,6,8406,235,81346,325646,201071,28593,29180,24441,5862040,186600,11281,5498,4446,1234,974892,622175,120765,224766,581396.0,936,16.2,220,1403,812,447,31521,213,35976,5270,300766,63691,15615,21373,8324,12434,13205,44276,18040,26989,76820
2012,R46000,é≠éôìáåß,1687000,789000,898000,1681000,787000,894000,230000,118000,113000,1002000,487000,515000,457000,184000,273000,14841,7595,7246,1.64,21281,10518,10763,28224,15954,12270,31823,17569,14254,8080,3113,18.2,32.2,4.6,129,2895,8097,1742401,1223,28934,29800,82300,244,1361,19276,576,7548,93298,254,4511,49158,16724,16322,92,4433,50232,16447,6814,5,6,163,1493,2376,15968,1148,34,3363,480,49,6,8528,231,86069,353057,191654,28586,29118,30501,5507070,138120,10048,4686,4054,1149,852886,532839,111737,200622,586394.0,939,16.1,223,1415,808,456,31652,230,36372,5170,293842,61185,22385,19627,9007,12234,11915,45257,16367,26332,69535
2011,R46000,é≠éôìáåß,1697000,793000,904000,1692000,792000,900000,232000,119000,113000,1016000,495000,522000,450000,180000,270000,15244,7725,7519,1.64,21047,10364,10683,30109,16924,13185,31486,17450,14036,8125,3148,18.4,32.7,1.8,109,2063,7756,1582042,1255,30213,30500,85300,254,1386,18983,589,7646,94417,261,4595,50225,17060,16649,95,4493,51532,16321,6595,5,6,166,1491,2490,16255,1156,36,3556,512,50,6,8720,240,92284,370234,175875,29707,30215,29338,5236510,85280,8919,4688,3135,1054,807676,542973,100707,161263,588485.0,936,16.6,227,1409,812,433,29978,143,34137,4948,284997,61479,17679,20683,9525,10319,11897,43611,12144,26450,71212
2010,R46000,é≠éôìáåß,1706242,796896,909346,1693314,791738,901576,233379,119488,113891,1016150,494025,522125,449692,179756,269936,15124,7779,7345,1.62,20294,10152,10142,29182,16703,12479,32167,17696,14471,8682,3328,18.9,33.4,4.3,143,2942,7654,1493347,1270,29994,31400,88700,255,1340,18797,596,7698,95583,267,4624,50941,17130,16791,95,4596,53211,17007,7142,5,6,164,1471,2573,16177,1222,55,3565,532,52,7,8643,255,100724,401439,155319,30374,30962,28858,5036090,126000,8941,4577,3507,795,792259,526562,78213,181974,583055.0,926,17.1,228,1426,816,432,29922,387,33678,4884,304580,60967,19688,19133,10915,11621,13842,43415,13944,31698,79355
2009,R46000,é≠éôìáåß,1712000,799000,913000,1707000,797000,910000,236000,121000,115000,1022000,496000,526000,450000,179000,271000,14920,7791,7129,1.56,19498,9632,9866,31105,17925,13180,34862,19439,15423,8475,3326,19.0,33.3,5.0,110,1530,7158,1285769,1314,30360,32500,90000,260,1330,18927,601,7749,96763,272,4706,52687,18462,17994,99,4680,53908,17182,7151,5,6,173,1420,2550,16318,1143,60,3837,550,52,7,8284,232,101030,428207,130316,27700,28138,27755,4611110,67540,8241,4180,3439,562,716460,489814,53095,168605,578074.0,914,17,234,1433,812,444,30298,443,34331,4879,311395,64065,18660,19853,10519,14069,12340,42487,18325,30672,80405
2020,R47000,â´ìÍåß,1467480,722812,744668,1424749,699371,725378,243246,124010,119236,871154,437261,433893,324708,146072,178636,14943,7637,7306,1.83,12390,6703,5687,26958,14929,12029,25269,13929,11340,7376,3410,23.8,32.2,16.1,129,2481,5265,1626636,2550,59166,62600,178300,185,1002,9911,268,6615,101918,152,3823,48763,15791,14844,64,3535,44037,14093,5739,2,8,40,1359,836,17932,399,45,3754,295,58,19,10284,850,48827,226385,161796,10179,10485,12936,10295710,861960,10335,2329,5445,2135,791583,263321,207438,294275,477063.0,881,16.6,77,890,607,606,57687,1365,54795,7991,216202,66197,22333,19357,9423,5351,9325,26494,6942,14661,36120
2019,R47000,â´ìÍåß,1462000,719000,742000,1442000,708000,733000,245000,125000,120000,886000,445000,441000,322000,145000,177000,14902,7661,7241,1.82,12509,6767,5742,26892,14767,12125,26726,14585,12141,8027,3617,23.9,31.8,15.8,135,2637.5,5907,1799782,2156,56759,59100,164900,197,964,11005,270,6485,101550,156,3785,48382,16157,15303,64,3529,44938,14509,5910,2,8,39,1354,883,17920,428,42,3796,251,55,21,9820,820,49155,201533,226900,12807,13633,52441,24116530,5423450,14243,2785,8583,2685,1012652,306538,254651,443513,481354.0,889,14.5,78,901,613,591,54880,1702,50444,8108,210593,61599,22237,17993,8542,5749,10858,25255,5815,16888,35658
2018,R47000,â´ìÍåß,1454000,715000,739000,1438000,706000,731000,247000,126000,121000,888000,446000,442000,313000,140000,173000,15732,8165,7567,1.89,12157,6311,5846,25564,14099,11465,26317,14419,11898,7887,3618,23.5,31.2,14.4,128,2469.5,5547,2245605,1407,48682,52900,143400,231,1172,13825,271,6428,101279,157,3759,48174,16131,15287,64,3570,45721,14508,5749,2,8,40,1365,931,17999,439,45,3907,302,57,35,9902,1172,48819,198592,221876,13682,14725,49534,20962580,4856530,16197,2791,10663,2674,1093433,311688,263639,512515,475494.0,884,13.8,80,894,613,554,49798,1870,49026,7374,226283,61441,21060,20157,8061,6457,10203,31748,7863,16602,42691
2017,R47000,â´ìÍåß,1448000,712000,736000,1434000,704000,730000,247000,126000,121000,893000,448000,445000,303000,135000,168000,16217,8170,8047,1.94,11945,6415,5530,24731,13687,11044,25843,14152,11691,8084,3484,23.6,33.6,14.7,120,1907,5736,2246537,1009,44705,49400,130300,254,1246,16050,271,6238,100499,156,3768,48752,16363,15572,64,3590,46563,14573,5782,2,8,40,1368,967,18113,453,42,3939,292,57,38,10025,1242,51019,207960,217165,14128,15403,47169,18248630,4058380,16985,3021,11359,2390,1132803,341552,236649,538709,465179.0,868,15.3,81,882,616,471,43154,2247,43946,7110,233023,62760,20421,19815,8389,7180,10713,32784,9167,18809,42984
2016,R47000,â´ìÍåß,1442000,709000,733000,1429000,702000,727000,248000,127000,121000,898000,451000,447000,293000,130000,163000,16617,8522,8095,1.95,11706,6300,5406,24574,13425,11149,24846,13672,11174,8464,3700,24.1,32.6,14.4,145,2368,5573,2085875,949,43033,47400,123400,261,1200,16794,271,6060,99631,158,3725,49459,16920,16090,64,3585,46820,14607,5771,2,8,40,1332,985,18200,455,40,3936,341,54,38,9893,1312,54800,226179,200076,14354,15737,39790,17544680,3524440,16488,3023,11389,2045,1117854,348875,194530,570221,456167.0,854,14.6,81,896,615,411,37633,2536,40138,6618,244574,62899,27165,20375,7488,7521,10905,33457,8696,17320,48748
2015,R47000,â´ìÍåß,1433566,704619,728947,1410487,692392,718095,247206,126229,120977,892109,447136,444973,278337,122713,155624,16941,8744,8197,1.96,11326,5992,5334,25441,13986,11455,25425,14141,11284,8695,3603,23.6,31.6,14.3,102,1425,5677,2101719,918,40623,45700,118000,272,1219,17006,274,5905,99115,156,3698,50184,16881,16063,64,3627,46812,14234,5578,2,8,39,1326,974,18263,428,30,3938,313,54,39,10063,1508,59306,242432,184385,14694,16123,31982,17488950,3440620,16065,3215,10784,2006,1111327,373298,189893,542426,448532.0,841,14.7,81,888,615,377,35419,2591,36563,6192,233770,61078,20973,20365,9379,7912,9360,31706,8522,19215,45262
2014,R47000,â´ìÍåß,1426000,700000,725000,1416000,695000,721000,249000,127000,122000,903000,453000,450000,270000,117000,152000,16373,8427,7946,1.86,11361,6051,5310,24356,13694,10662,24393,13586,10807,8473,3571,23.1,32.1,14.1,137,2584.5,4968,1967176,925,40067,44900,115000,276,1265,17923,274,5816,98511,156,3685,50602,16774,16009,64,3665,47413,14884,5928,2,8,40,1315,912,18437,391,37,3955,328,53,39,9728,1332,62623,259397,166298,15078,16759,31279,17109710,2225040,15022,2851,10381,1657,1079499,327187,156420,588167,446461.0,844,14.7,81,874,618,357,32046,2160,35789,6144,225867,56734,20998,20722,7509,6622,9531,32302,9016,18570,43864
2013,R47000,â´ìÍåß,1419000,697000,722000,1410000,692000,718000,249000,127000,122000,906000,455000,452000,260000,112000,148000,17209,8690,8519,1.94,10956,5769,5187,24517,13621,10896,24486,13551,10935,8803,3651,23.3,32.9,14.3,122,2071,6355,2170217,925,42816,43800,112600,274,1240,17824,274,5783,98913,157,3698,50705,16978,16067,64,3696,47597,14649,5518,2,8,39,1315,939,18408,424,41,3753,304,53,39,9879,1500,67752,289983,145584,15621,17568,30449,16646770,1426730,17173,4104,11720,1311,1307536,473263,131939,700217,436373.0,829,15.3,81,847,608,343,29886,2216,33448,5812,239654,57278,23557,20499,7335,7398,9281,33976,9714,20199,50418
2012,R47000,â´ìÍåß,1411000,693000,719000,1403000,688000,715000,248000,127000,121000,911000,457000,454000,250000,107000,143000,17074,8749,8325,1.90,10626,5637,4989,25271,13691,11580,24156,13371,10785,8842,3634,23.0,31.8,15.3,141,2733,5492,1954433,944,38623,44200,111700,276,1199,17723,278,5776,99406,157,3637,50407,16635,15821,64,3739,48308,14970,5712,2,8,41,1314,951,18256,422,34,3728,300,53,38,10021,1342,74943,331164,119932,15691,17500,35210,13520200,738640,13623,3520,8536,1485,1077935,405923,145307,521906,447521.0,853,14.4,81,841,599,363,30492,2305,34502,5913,227981,55499,23731,19756,7353,6856,9948,27855,7769,19324,49890
2011,R47000,â´ìÍåß,1402000,688000,714000,1395000,684000,711000,247000,127000,121000,912000,458000,454000,242000,103000,139000,16918,8542,8376,1.86,10686,5720,4966,26686,14284,12402,23539,12745,10794,8401,3570,22.9,31.8,12.7,132,2122,5089,1717340,948,41282,44000,111900,277,1151,17106,280,5668,100128,161,3666,50822,17248,16353,64,3803,48763,15171,5484,2,7,41,1270,935,18359,409,35,3927,320,53,38,9816,1477,97389,405073,107583,15181,17571,34212,12068660,515120,11737,2889,7466,1341,947703,347508,133083,462169,442132.0,847,15.4,82,830,589,368,31375,2295,35100,5984,221934,53193,23454,20645,6136,6855,9775,26806,7489,18818,48762
